gene_id	consensus_classification	label	source_count	sources	label_source	teacher_meta_probability	experimental_has_conflict	split	training_component
AT5G66750	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT5G66880	nonessential	0	3	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT5G67060	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT5G67270	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT5G67360	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;literature_classification	original_consensus_2plus		no	train	core1623_train80
AT5G67370	nonessential	0	2	TAIR_Locus_Germplasm_Phenotype_20130122;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT5G67480	essential	1	3	TAIR_Locus_Germplasm_Phenotype_20130122;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT5G67570	essential	1	4	TAIR_Locus_Germplasm_Phenotype_20130122;embryo_defect_xlsx_lethal_sheet;ogee_essentiality;phenotype_screen_csv	original_consensus_2plus		no	train	core1623_train80
AT1G01090	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8282151772242322	no		strict2601_common6751_matched_additions
AT1G02140	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8836707940340114	no		strict2601_common6751_matched_additions
AT1G02680	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9604698077238568	no		strict2601_common6751_matched_additions
AT1G03190	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6556834020519797	no		strict2601_common6751_matched_additions
AT1G03910	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9674467361491862	no		strict2601_common6751_matched_additions
AT1G06220	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9474851882155936	no		strict2601_common6751_matched_additions
AT1G07910	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6602074332511941	no		strict2601_common6751_matched_additions
AT1G08190	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7510091886727925	no		strict2601_common6751_matched_additions
AT1G09820	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9195157340461664	no		strict2601_common6751_matched_additions
AT1G10840	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.820832954557948	no		strict2601_common6751_matched_additions
AT1G11870	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8700525048902983	no		strict2601_common6751_matched_additions
AT1G16280	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8288962818591186	no		strict2601_common6751_matched_additions
AT1G17690	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9911415519495234	no		strict2601_common6751_matched_additions
AT1G19520	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8836399499008031	no		strict2601_common6751_matched_additions
AT1G21650	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.948998111866864	no		strict2601_common6751_matched_additions
AT1G22940	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8123209558186332	no		strict2601_common6751_matched_additions
AT1G24450	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7040045175328621	no		strict2601_common6751_matched_additions
AT1G26110	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.790735599492264	no		strict2601_common6751_matched_additions
AT1G29940	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8636399792518374	no		strict2601_common6751_matched_additions
AT1G31817	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.658836798447327	no		strict2601_common6751_matched_additions
AT1G32730	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6992747472730595	no		strict2601_common6751_matched_additions
AT1G35680	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9678528315840508	no		strict2601_common6751_matched_additions
AT1G55040	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9463517025676542	no		strict2601_common6751_matched_additions
AT1G64570	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.652143569643266	no		strict2601_common6751_matched_additions
AT1G65080	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6812995248305781	no		strict2601_common6751_matched_additions
AT1G68990	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9224609914448516	no		strict2601_common6751_matched_additions
AT1G71270	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7751014931815184	no		strict2601_common6751_matched_additions
AT1G72440	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9169434958567738	no		strict2601_common6751_matched_additions
AT1G74260	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.682135548183536	no		strict2601_common6751_matched_additions
AT1G77140	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.802919787052384	no		strict2601_common6751_matched_additions
AT1G78770	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.827156670433179	no		strict2601_common6751_matched_additions
AT1G78900	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7114314142068492	no		strict2601_common6751_matched_additions
AT2G01210	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6789005751035699	no		strict2601_common6751_matched_additions
AT2G02500	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7994710536554129	no		strict2601_common6751_matched_additions
AT2G02955	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.879740338698575	no		strict2601_common6751_matched_additions
AT2G04660	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9282677168465922	no		strict2601_common6751_matched_additions
AT2G16440	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8953796586062932	no		strict2601_common6751_matched_additions
AT2G18710	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6691085024652261	no		strict2601_common6751_matched_additions
AT2G21860	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6428177853269845	no		strict2601_common6751_matched_additions
AT2G21870	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8148468046697483	no		strict2601_common6751_matched_additions
AT2G31170	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7601154289392985	no		strict2601_common6751_matched_additions
AT2G34220	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8415874677729224	no		strict2601_common6751_matched_additions
AT2G34480	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9632082448707984	no		strict2601_common6751_matched_additions
AT2G34680	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6854474094962913	no		strict2601_common6751_matched_additions
AT2G34790	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6060774600713295	no		strict2601_common6751_matched_additions
AT2G39990	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9602503241252762	no		strict2601_common6751_matched_additions
AT2G40490	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6468894419419005	no		strict2601_common6751_matched_additions
AT2G41670	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8562384920056991	no		strict2601_common6751_matched_additions
AT2G47510	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6456733813258975	no		strict2601_common6751_matched_additions
AT2G47980	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8877760091600173	no		strict2601_common6751_matched_additions
AT3G01780	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7887841361900099	no		strict2601_common6751_matched_additions
AT3G03490	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6391881379609663	no		strict2601_common6751_matched_additions
AT3G05000	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6791599576514288	no		strict2601_common6751_matched_additions
AT3G07100	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6797923089170609	no		strict2601_common6751_matched_additions
AT3G08010	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.748491271131068	no		strict2601_common6751_matched_additions
AT3G08950	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9605089044990424	no		strict2601_common6751_matched_additions
AT3G10370	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7393061611784816	no		strict2601_common6751_matched_additions
AT3G10380	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8049274469978075	no		strict2601_common6751_matched_additions
AT3G10400	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6992075842330849	no		strict2601_common6751_matched_additions
AT3G10420	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6921448554647093	no		strict2601_common6751_matched_additions
AT3G12280	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7400319757856161	no		strict2601_common6751_matched_additions
AT3G15190	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8977048709483367	no		strict2601_common6751_matched_additions
AT3G18680	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.730355188107215	no		strict2601_common6751_matched_additions
AT3G19810	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8754702386878819	no		strict2601_common6751_matched_additions
AT3G23020	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7995099319309374	no		strict2601_common6751_matched_additions
AT3G23440	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8043860829179263	no		strict2601_common6751_matched_additions
AT3G45100	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6482522652137124	no		strict2601_common6751_matched_additions
AT3G47930	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7054947690904734	no		strict2601_common6751_matched_additions
AT3G54690	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7144008832259284	no		strict2601_common6751_matched_additions
AT3G55480	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9002582600042844	no		strict2601_common6751_matched_additions
AT3G56940	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6498651595452057	no		strict2601_common6751_matched_additions
AT3G57150	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8718758186151264	no		strict2601_common6751_matched_additions
AT3G63190	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9669486656623888	no		strict2601_common6751_matched_additions
AT3G63410	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.676996276513782	no		strict2601_common6751_matched_additions
AT4G00310	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8079035226495243	no		strict2601_common6751_matched_additions
AT4G00800	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8069951457097413	no		strict2601_common6751_matched_additions
AT4G02725	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7123808374437481	no		strict2601_common6751_matched_additions
AT4G04790	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8317268704302195	no		strict2601_common6751_matched_additions
AT4G05450	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6936934133720553	no		strict2601_common6751_matched_additions
AT4G12130	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7190892800819028	no		strict2601_common6751_matched_additions
AT4G17040	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7349669973201333	no		strict2601_common6751_matched_additions
AT4G17740	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6642847705821159	no		strict2601_common6751_matched_additions
AT4G21100	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8994071633134314	no		strict2601_common6751_matched_additions
AT4G21150	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6447869008853113	no		strict2601_common6751_matched_additions
AT4G27600	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.708996891742522	no		strict2601_common6751_matched_additions
AT4G30930	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8746013501862151	no		strict2601_common6751_matched_additions
AT4G31400	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9180796305973956	no		strict2601_common6751_matched_additions
AT4G37200	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.738605550451156	no		strict2601_common6751_matched_additions
AT4G38040	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6404573775288933	no		strict2601_common6751_matched_additions
AT5G04810	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.998623383180306	no		strict2601_common6751_matched_additions
AT5G04920	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9540149494325784	no		strict2601_common6751_matched_additions
AT5G05970	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6657940453858858	no		strict2601_common6751_matched_additions
AT5G10170	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7913153616822662	no		strict2601_common6751_matched_additions
AT5G11040	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8627507641479415	no		strict2601_common6751_matched_additions
AT5G11240	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8958189925022215	no		strict2601_common6751_matched_additions
AT5G14660	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.776171568134	no		strict2601_common6751_matched_additions
AT5G16830	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8623426782718563	no		strict2601_common6751_matched_additions
AT5G17550	essential	1	1	ogee_essentiality	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6552802797552194	no		strict2601_common6751_matched_additions
AT5G17990	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8167144954997478	no		strict2601_common6751_matched_additions
AT5G19400	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7368790966016661	no		strict2601_common6751_matched_additions
AT5G42390	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.9830351126459	no		strict2601_common6751_matched_additions
AT5G45140	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.859499772162004	no		strict2601_common6751_matched_additions
AT5G48030	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7347160510953943	no		strict2601_common6751_matched_additions
AT5G48670	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7015912121105833	no		strict2601_common6751_matched_additions
AT5G54800	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.796938847943292	no		strict2601_common6751_matched_additions
AT5G60750	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6335211116579984	no		strict2601_common6751_matched_additions
AT5G62810	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.7611152413105877	no		strict2601_common6751_matched_additions
AT5G63890	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8012255026732117	no		strict2601_common6751_matched_additions
AT5G65720	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.8026227906445773	no		strict2601_common6751_matched_additions
AT5G66760	essential	1	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.6759617703121557	no		strict2601_common6751_matched_additions
AT1G01030	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0839633821237535	no		strict2601_common6751_matched_additions
AT1G01120	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1356450968380277	no		strict2601_common6751_matched_additions
AT1G01360	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2543701087954392	no		strict2601_common6751_matched_additions
AT1G01420	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1467140874906086	no		strict2601_common6751_matched_additions
AT1G01460	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1775814356430911	no		strict2601_common6751_matched_additions
AT1G01480	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0141375066446754	no		strict2601_common6751_matched_additions
AT1G01570	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2320046040666493	no		strict2601_common6751_matched_additions
AT1G01580	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0972514350526601	no		strict2601_common6751_matched_additions
AT1G01695	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.346061852314296	no		strict2601_common6751_matched_additions
AT1G01950	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3835805801136559	no		strict2601_common6751_matched_additions
AT1G02050	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1691951212685598	no		strict2601_common6751_matched_additions
AT1G02065	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1195737915113267	no		strict2601_common6751_matched_additions
AT1G02205	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.051309045567597	no		strict2601_common6751_matched_additions
AT1G02300	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2053865310829148	no		strict2601_common6751_matched_additions
AT1G02305	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3044049825234848	no		strict2601_common6751_matched_additions
AT1G02730	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1749123677642011	no		strict2601_common6751_matched_additions
AT1G03300	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3362317672324644	no		strict2601_common6751_matched_additions
AT1G03430	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2598569816485783	no		strict2601_common6751_matched_additions
AT1G03630	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2144057096546837	no		strict2601_common6751_matched_additions
AT1G03680	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3452960264774203	no		strict2601_common6751_matched_additions
AT1G04050	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3798808527022739	no		strict2601_common6751_matched_additions
AT1G04110	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1723651337552629	no		strict2601_common6751_matched_additions
AT1G04240	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1111048136617247	no		strict2601_common6751_matched_additions
AT1G04470	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2910237861917241	no		strict2601_common6751_matched_additions
AT1G04820	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.27568861112665	no		strict2601_common6751_matched_additions
AT1G05420	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1929660749371612	no		strict2601_common6751_matched_additions
AT1G05550	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.202818143737462	no		strict2601_common6751_matched_additions
AT1G05610	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3259405371170808	no		strict2601_common6751_matched_additions
AT1G05700	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3491137326245961	no		strict2601_common6751_matched_additions
AT1G05760	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.171485388021995	no		strict2601_common6751_matched_additions
AT1G05990	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3805492878239663	no		strict2601_common6751_matched_additions
AT1G06390	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0544365361349054	no		strict2601_common6751_matched_additions
AT1G06400	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1756440174226519	no		strict2601_common6751_matched_additions
AT1G06780	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3286548378142147	no		strict2601_common6751_matched_additions
AT1G07180	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.22074368775526	no		strict2601_common6751_matched_additions
AT1G07610	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1410049984258966	no		strict2601_common6751_matched_additions
AT1G07980	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3727485178146773	no		strict2601_common6751_matched_additions
AT1G08080	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3439417360783224	no		strict2601_common6751_matched_additions
AT1G08090	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0677720973424197	no		strict2601_common6751_matched_additions
AT1G08320	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0848120858597259	no		strict2601_common6751_matched_additions
AT1G08540	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3911892855691674	no		strict2601_common6751_matched_additions
AT1G08720	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1041532019900309	no		strict2601_common6751_matched_additions
AT1G08810	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0237576273808326	no		strict2601_common6751_matched_additions
AT1G09000	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1349223476269091	no		strict2601_common6751_matched_additions
AT1G09157	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0867838845589959	no		strict2601_common6751_matched_additions
AT1G09210	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2561546968171053	no		strict2601_common6751_matched_additions
AT1G09240	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2498252505800156	no		strict2601_common6751_matched_additions
AT1G10010	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0595286304376887	no		strict2601_common6751_matched_additions
AT1G10370	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0625824162399039	no		strict2601_common6751_matched_additions
AT1G11070	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3990552648648722	no		strict2601_common6751_matched_additions
AT1G11210	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3249892305444778	no		strict2601_common6751_matched_additions
AT1G11220	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3342196914557604	no		strict2601_common6751_matched_additions
AT1G11310	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.13361454373387	no		strict2601_common6751_matched_additions
AT1G11350	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2228251720538688	no		strict2601_common6751_matched_additions
AT1G11370	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1816422834153143	no		strict2601_common6751_matched_additions
AT1G11730	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2064126264295434	no		strict2601_common6751_matched_additions
AT1G11800	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.3501479199018785	no		strict2601_common6751_matched_additions
AT1G12110	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1140936687156034	no		strict2601_common6751_matched_additions
AT1G12220	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1068075986058149	no		strict2601_common6751_matched_additions
AT1G12480	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1294116109805026	no		strict2601_common6751_matched_additions
AT1G12820	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1175165387488939	no		strict2601_common6751_matched_additions
AT1G12950	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.0598494234926671	no		strict2601_common6751_matched_additions
AT1G13200	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1914777454198427	no		strict2601_common6751_matched_additions
AT1G13860	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2235339319253446	no		strict2601_common6751_matched_additions
AT1G14140	nonessential	0	1	TAIR_Locus_Germplasm_Phenotype_20130122	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2255206996729481	no		strict2601_common6751_matched_additions
AT1G14230	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.2874941728586147	no		strict2601_common6751_matched_additions
AT1G14250	nonessential	0	1	literature_classification	experiment_teacher_concordant_0.60_0.40_no_source_conflict	0.1176008145490251	no		strict2601_common6751_matched_additions
